sample_id,width,height,aspect_ratio,mean_r,mean_g,mean_b,std_r,std_g,std_b,luminance_mean,luminance_std,saturation_proxy,sharpness_proxy,format
000032.png,464,334,1.3892215568862276,0.6192702,0.53620064,0.4572495,0.17645064,0.21960281,0.24647142,0.5484532472228262,0.2114436277046993,0.16926542,0.0272867240749979,
000033.png,492,701,0.7018544935805991,0.53270423,0.506214,0.4565176,0.18436049,0.18558727,0.19006397,0.5080576785406844,0.1841717519722649,0.09802528,0.0306660649914935,
000034.png,425,470,0.9042553191489362,0.5489126,0.44076425,0.36656907,0.20500307,0.21620186,0.2228189,0.4584849072124996,0.2092467482864832,0.20216194,0.0221034112198134,
000035.png,584,456,1.280701754385965,0.60750914,0.47097692,0.37007397,0.18929727,0.19248246,0.19504695,0.4929490972887583,0.1890220939626831,0.24532965,0.0251647256202386,
000036.png,680,801,0.8489388264669163,0.5840761,0.52019465,0.48568708,0.20359579,0.24049339,0.2714829,0.5312941615460827,0.2320267404929419,0.1207609,0.0160744978304719,
000037.png,520,680,0.7647058823529411,0.687335,0.452412,0.46476564,0.20598064,0.24455748,0.25561124,0.5030002628392164,0.2331126741721663,0.24335332,0.0256405754127743,
000038.png,934,1248,0.7483974358974359,0.60942656,0.52477986,0.44684055,0.16789196,0.1510134,0.15034635,0.5371718583615406,0.1490803036222028,0.20244503,0.0293782297208274,
000039.png,563,602,0.9352159468438538,0.4753119,0.41889554,0.3654042,0.13482201,0.1227715,0.12171716,0.4267288826749199,0.1242620641986081,0.11315708,0.0198615293077553,
000040.png,466,451,1.033259423503326,0.8069938,0.6202233,0.51899016,0.099660344,0.114262804,0.12470539,0.6526704922383808,0.1101566942332162,0.28904784,0.0152555021349246,
000041.png,367,270,1.3592592592592592,0.74852335,0.43877077,0.29706332,0.21947777,0.13332579,0.21035147,0.4944544457218149,0.1501098309910257,0.45219296,0.0153101347167008,
000042.png,788,737,1.0691994572591588,0.61790663,0.53319436,0.48369238,0.080122285,0.11449749,0.12406358,0.5477920618445922,0.107317005838048,0.13556331,0.0126508727569841,
000043.png,912,844,1.080568720379147,0.64679366,0.5825061,0.51484066,0.21159625,0.21222673,0.22291219,0.5914710473848833,0.2112403605484027,0.14832044,0.0127469191600844,
000044.png,930,646,1.4396284829721362,0.66905373,0.49783447,0.41383675,0.1049183,0.15347485,0.17568274,0.5284382068746356,0.1426429436664786,0.2555855,0.0134677732998388,
000045.png,499,526,0.9486692015209124,0.70414007,0.44731677,0.33391345,0.18233775,0.20158784,0.21935599,0.4938521581417762,0.1936777367956593,0.37715352,0.0154691644530205,
000046.png,405,369,1.0975609756097562,0.8265307,0.38669208,0.3167855,0.14884713,0.16457613,0.13453186,0.4756692966049538,0.1567118180215251,0.51094735,0.0122747166285909,
000047.png,349,386,0.9041450777202072,0.6484528,0.51938343,0.42081445,0.13832971,0.13159403,0.12674959,0.5397589611160964,0.1320625843833784,0.22711022,0.0067424095925479,
000048.png,859,586,1.4658703071672354,0.5101284,0.40756398,0.3028098,0.15761603,0.15756108,0.14669278,0.421405486279555,0.156506424255081,0.2076458,0.0072576695980776,
000049.png,254,345,0.736231884057971,0.869904,0.5365528,0.49645433,0.09399036,0.16105725,0.17155558,0.604608046230751,0.1396231010079412,0.373797,0.0275787639095046,
000050.png,749,579,1.293609671848014,0.7247719,0.5505785,0.49438798,0.2198006,0.16299596,0.15515561,0.5837820593675479,0.1590775569185541,0.27020988,0.0192153377785018,
000051.png,920,1242,0.7407407407407407,0.50595117,0.41092694,0.34711355,0.18932891,0.21530098,0.21389335,0.4262126247626827,0.2076863236800663,0.1648746,0.0124364441386337,
000052.png,555,499,1.1122244488977957,0.7161204,0.5972872,0.5877818,0.23857808,0.17121132,0.17392008,0.6220838920398182,0.17915960982098,0.17117888,0.0099366449595638,
000053.png,332,235,1.4127659574468086,0.3822391,0.30833188,0.23792848,0.106788516,0.15557727,0.17369775,0.319024103186589,0.1454841600118474,0.16434424,0.0152802811283665,
000054.png,363,364,0.9972527472527472,0.67737526,0.5245278,0.4360979,0.21419892,0.19116965,0.18619531,0.5504164074384552,0.1926871890654476,0.24715899,0.0195581209204856,
000055.png,267,469,0.5692963752665245,0.561633,0.4383933,0.38085195,0.20461416,0.20138347,0.20139706,0.460248890601376,0.1968978812480924,0.19029613,0.0166853164477038,
000056.png,320,337,0.9495548961424332,0.65115243,0.5396255,0.4359893,0.14049163,0.17174853,0.2753102,0.5557145959649368,0.1581703463388689,0.2609906,0.0166519738868291,
000057.png,932,683,1.3645680819912152,0.57064235,0.43868592,0.2850869,0.16539678,0.14899313,0.13640615,0.4554699716427534,0.1481451641713571,0.29080895,0.0110111425153274,
000058.png,246,362,0.6795580110497238,0.6750118,0.66148853,0.61882544,0.14325723,0.13868193,0.14131197,0.6610225684725551,0.1362510574734856,0.09180302,0.0146422022857165,
000059.png,240,310,0.7741935483870968,0.585642,0.39256456,0.29037276,0.17303698,0.15281326,0.14517936,0.4263104028802635,0.1560329380870126,0.29554152,0.0200746846693261,
000060.png,511,698,0.7320916905444126,0.51172024,0.3697512,0.24485691,0.16900873,0.18173878,0.20729123,0.3910886265133548,0.1788033070239765,0.26817042,0.0299375034806369,
000061.png,218,228,0.956140350877193,0.5692848,0.43948862,0.29131716,0.06357088,0.05494711,0.040019155,0.4562435720007885,0.0553466161917458,0.27802488,0.0097080822113576,
000062.png,391,386,1.0129533678756475,0.592979,0.46501207,0.33756623,0.07295069,0.08141571,0.09508937,0.4834441596103933,0.0801372900871729,0.25462538,0.0113472125894005,
000063.png,512,691,0.7409551374819102,0.523867,0.42701295,0.33343196,0.20902175,0.2548395,0.27779877,0.4410720267159921,0.24603506229409,0.19325303,0.0321891719981761,
000064.png,510,694,0.7348703170028819,0.47212133,0.4165484,0.24091928,0.22736777,0.25248042,0.2955742,0.4156068238220892,0.2492100378367993,0.23523912,0.0131860097539144,
000065.png,521,691,0.7539797395079595,0.51780087,0.48908344,0.43426454,0.105171494,0.10013479,0.096370764,0.4910781076964272,0.1006591755024848,0.083624,0.0446991882144199,
000066.png,393,587,0.6695059625212947,0.6034427,0.57774836,0.5292642,0.15907589,0.14874494,0.14321846,0.5798954844842544,0.1502763240954995,0.07514636,0.0383524198166722,
000067.png,366,437,0.8375286041189931,0.7319146,0.56978387,0.5247791,0.19116546,0.18630758,0.18052217,0.6009866334516509,0.1836994111907499,0.20862436,0.0259358560600535,
000068.png,273,246,1.1097560975609757,0.6702934,0.48232248,0.34561667,0.111365296,0.09059103,0.08108077,0.5123399219105985,0.0931561732512002,0.3250679,0.0181882398986215,
000069.png,367,342,1.0730994152046784,0.36678925,0.24761389,0.16716242,0.1160654,0.08741472,0.07850611,0.2673488998962321,0.0923341268841587,0.199902,0.0132749652350826,
000070.png,524,697,0.7517934002869441,0.69403964,0.51940703,0.38336435,0.10478898,0.13910744,0.16951078,0.5467095010217083,0.1313004118953191,0.31157127,0.018757299934704,
000071.png,531,495,1.0727272727272728,0.58538526,0.5090147,0.4504319,0.216167,0.20878488,0.18613787,0.5208474540616453,0.2067164199083079,0.14568649,0.0393704458917515,
000072.png,517,689,0.7503628447024674,0.64115775,0.57140046,0.49172595,0.15370092,0.17606524,0.20291361,0.5805818225261488,0.1689461181901752,0.18680127,0.0197079821446574,
000073.png,523,693,0.7546897546897547,0.60190815,0.54888064,0.47065514,0.13407466,0.16594717,0.18741848,0.5545242893261781,0.1575769802750696,0.16699271,0.0229218073469189,
000074.png,451,407,1.108108108108108,0.7046535,0.54152477,0.44356495,0.16073701,0.21237834,0.24659431,0.5693666988043952,0.1975537048661263,0.26727337,0.0246554673196522,
000075.png,696,699,0.9957081545064378,0.6948529,0.56356865,0.46509036,0.13651071,0.19372301,0.22911756,0.5844462985983399,0.1827069140373103,0.23080277,0.0224570679157097,
000076.png,183,196,0.9336734693877552,0.5928153,0.5159098,0.47151944,0.25091487,0.2992602,0.34526646,0.5290112842784624,0.2917225577540071,0.13537951,0.0349965357487193,
000077.png,430,472,0.9110169491525424,0.25586393,0.21344987,0.18045281,0.25245494,0.24173088,0.23379697,0.220130208264053,0.2415901621421591,0.099493966,0.0129410988878215,
000078.png,308,262,1.1755725190839694,0.58070004,0.54439443,0.47537163,0.11652306,0.10426149,0.09104383,0.5469566497039865,0.1049482657553505,0.11088176,0.0190082461171784,
000079.png,302,276,1.0942028985507246,0.5133278,0.41411945,0.33728182,0.22560497,0.27620018,0.29271296,0.4299025377508428,0.2660112237131885,0.17656116,0.028912837398163,
000080.png,533,701,0.760342368045649,0.48458531,0.42858863,0.37747347,0.20894183,0.2437905,0.2580829,0.4364362742354777,0.2365883635166617,0.11604097,0.0204775861877721,
000081.png,521,705,0.7390070921985815,0.45485875,0.32439154,0.24641138,0.13947615,0.18883267,0.20829777,0.3466368430113801,0.1788512970434241,0.21294713,0.0168777415384103,
000082.png,517,624,0.8285256410256411,0.867979,0.61443394,0.3721674,0.09495513,0.14822371,0.19960974,0.6510335536594171,0.1363149995953736,0.49670008,0.012961345617057,
000083.png,397,337,1.1780415430267062,0.7386911,0.6330186,0.52176356,0.11337925,0.07362345,0.050549854,0.6471683428540819,0.0786344357346113,0.21725503,0.0175756594013196,
000084.png,265,364,0.728021978021978,0.65914387,0.5255644,0.41691533,0.1732955,0.16907099,0.1854403,0.5466223391583006,0.1698572811903551,0.24192213,0.0192987310137085,
000085.png,533,690,0.7724637681159421,0.4840177,0.41441578,0.33330905,0.12429277,0.13654634,0.14541662,0.4233895857747933,0.1325535316508409,0.15462862,0.0338965479450703,
000086.png,470,412,1.1407766990291262,0.57588667,0.5042211,0.40003765,0.1305409,0.12976037,0.11232457,0.51189248664446,0.1276132084961441,0.17674236,0.0227949332913156,
000087.png,369,576,0.640625,0.5093146,0.43146694,0.3498067,0.14936125,0.17397909,0.1897709,0.4421078183082397,0.1671292735335166,0.18513365,0.0296540844595668,
000088.png,769,529,1.4536862003780715,0.638185,0.41313592,0.26344568,0.18691549,0.18340753,0.18761258,0.4498501790960961,0.1823953093021693,0.37534204,0.0203809029813787,
000089.png,290,177,1.6384180790960452,0.6126422,0.46630865,0.39189884,0.20668371,0.16996183,0.16513886,0.4920477126550382,0.1757850817921186,0.22794849,0.0290670321523468,
000090.png,532,703,0.7567567567567568,0.6847501,0.57282364,0.48211938,0.11746078,0.14309877,0.15928152,0.5901030478359115,0.1363446894398819,0.21562225,0.0275795233901988,
000091.png,330,219,1.5068493150684932,0.7701847,0.6703907,0.56296057,0.1768682,0.1415132,0.097722255,0.6836086875161087,0.1441657448759798,0.21615966,0.0200470341949596,
000092.png,163,79,2.0632911392405062,0.8182545,0.45708916,0.23464024,0.10217905,0.09680198,0.08133716,0.5178165194821394,0.0961182127541084,0.5836343,0.0172644817560543,
000093.png,401,409,0.980440097799511,0.66667485,0.47333115,0.32493064,0.1393356,0.14226332,0.14547284,0.5038946095291834,0.1403128550591945,0.3412408,0.0233388354436579,
000094.png,945,690,1.3695652173913044,0.35216427,0.32412365,0.30231807,0.3187781,0.28468442,0.27190828,0.3280746048388515,0.2895862161346296,0.056483854,0.0301270823342564,
000095.png,515,692,0.7442196531791907,0.3440061,0.27751768,0.21661475,0.2855376,0.26987046,0.26346588,0.2873492133013274,0.2707998649037157,0.12928312,0.0174768509582459,
000096.png,272,353,0.7705382436260623,0.7389396,0.5626076,0.5023807,0.16079113,0.14587416,0.1518054,0.5953965433311567,0.1483503168858472,0.23688813,0.037243333718861,
000097.png,340,276,1.2318840579710144,0.4787737,0.45805994,0.3940301,0.15745264,0.1538209,0.14651293,0.4578686553277039,0.1536210454973593,0.087313324,0.0268758689761062,
000098.png,510,698,0.7306590257879656,0.5619649,0.3542918,0.24424854,0.12416416,0.15867695,0.17032701,0.3906559117798696,0.1507898737441451,0.3184305,0.0124629700700592,
000099.png,525,687,0.7641921397379913,0.41533756,0.23095445,0.14783822,0.1562078,0.17161956,0.17533253,0.2641945660313834,0.1664298480354836,0.26886898,0.0159139578271174,
000100.png,372,300,1.24,0.6846709,0.5140885,0.39297953,0.11851498,0.1760378,0.22142886,0.5415940675720529,0.1648568927126733,0.2918264,0.0227513076284363,
000101.png,236,237,0.9957805907172996,0.40797618,0.3793112,0.35673434,0.18543221,0.23868313,0.24436525,0.3837633215711254,0.2255229600210656,0.110343024,0.0296006096428032,
000102.png,528,694,0.760806916426513,0.5453676,0.50243294,0.46825767,0.18633138,0.19793332,0.22032666,0.5090542962934531,0.1967665302145773,0.08617728,0.0327178224444902,
000103.png,343,328,1.045731707317073,0.48052332,0.41470474,0.33353963,0.06852305,0.07422633,0.061543014,0.4232431889397327,0.072012909592013,0.14791092,0.0097356411350534,
000104.png,530,702,0.7549857549857549,0.7127927,0.56690925,0.47125304,0.13897404,0.2286233,0.27963594,0.5911798678893899,0.2124790235983946,0.24313821,0.0151515689389807,
000105.png,349,409,0.8533007334963325,0.4110275,0.2816261,0.2166312,0.12336763,0.13190961,0.14217442,0.3047536191942033,0.1284214028120805,0.20063406,0.016652509978534,
000106.png,351,450,0.78,0.38818637,0.28274226,0.24050349,0.23912327,0.27409717,0.288913,0.3021281254875262,0.2670614005867648,0.1480777,0.0182812800528698,
000107.png,322,452,0.7123893805309734,0.6291075,0.47586474,0.35630396,0.12709033,0.14673196,0.17314517,0.5000643317087465,0.1424622595960559,0.2756523,0.0278316209275574,
000108.png,697,689,1.011611030478955,0.6237394,0.5838348,0.5441032,0.2588884,0.28923926,0.29514205,0.5894934252661367,0.2828021548385019,0.085688256,0.0119087456152277,
000109.png,519,703,0.7382645803698435,0.5492802,0.48176873,0.41188642,0.10859862,0.12565383,0.14798786,0.4910925360456654,0.1194723424995065,0.17429897,0.0098973154742088,
000110.png,441,500,0.882,0.6428409,0.47548366,0.42120737,0.2553205,0.2277907,0.21758914,0.5071286675726048,0.227448176356276,0.23307116,0.0143565066419599,
000111.png,505,696,0.7255747126436781,0.5664167,0.52440184,0.4653672,0.15981324,0.23399338,0.2710271,0.5290628755422662,0.2191011773808391,0.17259562,0.0239879787628787,
000112.png,932,692,1.346820809248555,0.5708991,0.49573314,0.40515324,0.17897436,0.1961079,0.21169962,0.5050519765158589,0.1925399334104953,0.17668213,0.0262460192607199,
000113.png,192,193,0.9948186528497408,0.5164675,0.33238652,0.24437512,0.21916512,0.17962289,0.16375847,0.3651271399989819,0.1861923105379084,0.27209905,0.0163122135048037,
000114.png,253,300,0.8433333333333334,0.46835777,0.3842692,0.26770347,0.09186407,0.09917907,0.10071018,0.3935637327233475,0.0971729190921725,0.2008087,0.0255641649904413,
000115.png,526,470,1.1191489361702127,0.6900549,0.6064963,0.45845896,0.14789967,0.14460434,0.15048128,0.6134936112321984,0.1449683321553708,0.23223108,0.0295734308454638,
000116.png,426,294,1.4489795918367347,0.83029693,0.66093755,0.58967435,0.10263413,0.1191099,0.13226092,0.6916511823317161,0.1153396396889144,0.24169457,0.0188965776903283,
000117.png,497,472,1.0529661016949152,0.35447124,0.3398471,0.3349152,0.17715433,0.17628406,0.22083084,0.3424964930496276,0.1760914185137883,0.09347706,0.0842433515292122,
000118.png,296,485,0.6103092783505155,0.4943516,0.408316,0.36247265,0.14846836,0.13807559,0.12885807,0.4234196069378399,0.138992439181555,0.13174166,0.0290442001524612,
000119.png,298,511,0.5831702544031311,0.39980975,0.3410376,0.26885632,0.14081466,0.112389676,0.10392759,0.3487196209835558,0.1163304714531751,0.13180514,0.0074603160873,
000120.png,337,405,0.8320987654320988,0.6629396,0.50830853,0.3119776,0.14493893,0.14735158,0.15124172,0.5271796847785681,0.1457426034269766,0.35064143,0.0122838572617231,
000121.png,515,690,0.7463768115942029,0.67553884,0.49491388,0.32456487,0.23315342,0.19681923,0.18019013,0.5207891860552643,0.2014478890599473,0.35170227,0.0171092109674112,
000122.png,512,696,0.735632183908046,0.5688235,0.51755595,0.39155343,0.21852967,0.1706474,0.18540849,0.5194211824662412,0.1625409340247855,0.2656281,0.013470605113476,
000123.png,927,689,1.3454281567489117,0.6975107,0.584017,0.4637448,0.13026325,0.1541353,0.17503394,0.5996819308541863,0.148227316578217,0.24840072,0.0084800586956088,
000124.png,220,320,0.6875,0.39202777,0.30235893,0.19773199,0.056779422,0.04340026,0.033370715,0.3137683234194349,0.0449309463582892,0.19419426,0.021144664057575,
000125.png,339,515,0.658252427184466,0.6288849,0.4677207,0.36465925,0.18129915,0.15400624,0.1394051,0.4946651210273745,0.1555447412395151,0.26402494,0.0178775699448856,
000126.png,525,701,0.7489300998573466,0.58811563,0.5253937,0.45200172,0.110910706,0.13190022,0.13469376,0.5333618902392934,0.1261617542023273,0.14419761,0.0165172841755287,
000127.png,513,694,0.739193083573487,0.34945017,0.24124797,0.1570112,0.15783508,0.15082677,0.14957258,0.2582596971740919,0.1507150682662676,0.1923561,0.0204697461032941,
000128.png,514,441,1.1655328798185942,0.33044276,0.25127047,0.19048186,0.07666222,0.056703385,0.05215468,0.2641562487914209,0.0594830014331145,0.13997637,0.0166652443103153,
000129.png,298,241,1.2365145228215768,0.521238,0.33539465,0.21706434,0.22378394,0.24714153,0.24411105,0.3663214624253583,0.2390118974947157,0.3044032,0.0290823298929676,
000130.png,417,466,0.8948497854077253,0.5585506,0.3930569,0.29401255,0.1368664,0.10585856,0.09435058,0.4212648263602244,0.1093349983171315,0.2674029,0.035623024518707,
000131.png,600,433,1.3856812933025404,0.5798604,0.40623674,0.26450604,0.12021227,0.10112704,0.085478194,0.4328839257264114,0.1035530078550623,0.31492677,0.0255668895458324,
000132.png,499,681,0.7327459618208517,0.77700603,0.642835,0.5069416,0.12829247,0.12259948,0.11886024,0.6618483067796885,0.1228319954882734,0.27128854,0.0240108246024654,
000133.png,505,450,1.1222222222222222,0.4055471,0.27138597,0.17076284,0.12830313,0.14885615,0.14379132,0.2928803646456449,0.1435700938423417,0.2351169,0.0123945890643728,
000134.png,412,393,1.0483460559796438,0.5330955,0.37032574,0.2279215,0.15950772,0.183256,0.19467495,0.3946830255976112,0.1769597908676832,0.30541238,0.0145506990811037,
000135.png,367,382,0.9607329842931938,0.46542886,0.40495536,0.35059935,0.16812956,0.20582843,0.22607014,0.4142601079467501,0.1983859619155976,0.13842206,0.0239821108402776,
000136.png,512,685,0.7474452554744525,0.70599055,0.61945367,0.52472925,0.17553909,0.2222614,0.2927165,0.6311968528646118,0.2108265390104115,0.1879436,0.0159129343245695,
000137.png,502,689,0.7285921625544267,0.64712775,0.5556697,0.47648656,0.330935,0.30093265,0.26673788,0.5694985208468388,0.3044612398138652,0.17162329,0.0247602221895939,
000138.png,504,686,0.7346938775510204,0.6202382,0.50029224,0.4109732,0.30736288,0.26655167,0.24588335,0.5193300818898589,0.2722798054912053,0.21574707,0.0253233516638441,
000139.png,336,334,1.0059880239520955,0.60437983,0.5038709,0.41731963,0.101255395,0.12401231,0.13583891,0.5192148517136781,0.1189852945113063,0.19273251,0.0188695405806498,
000140.png,227,185,1.227027027027027,0.39239964,0.59901136,0.76072216,0.10523294,0.14176013,0.21323803,0.5668673293695671,0.1253334026285126,0.37111157,0.0142277941872425,
000141.png,497,693,0.7171717171717171,0.5988382,0.36529863,0.20130739,0.14329235,0.15766948,0.16503346,0.4030947824498089,0.1526417448313588,0.39745626,0.0233324514140797,
000142.png,315,338,0.9319526627218936,0.40426874,0.24068673,0.16230857,0.1780605,0.13212356,0.11282539,0.2698256839234306,0.1379648908458936,0.242001,0.0185306189541832,
000143.png,508,692,0.7341040462427746,0.3237932,0.27159727,0.2040706,0.211202,0.20256239,0.1965086,0.2778835602977689,0.2032067521743549,0.119904235,0.0459011985314361,
000144.png,392,635,0.6173228346456693,0.50852937,0.47924688,0.4320604,0.1664327,0.17505284,0.17625488,0.4818736582107948,0.1710533195298006,0.100780204,0.0417069790753623,
000145.png,468,415,1.127710843373494,0.15067318,0.11849594,0.10674507,0.105668016,0.07223164,0.057583362,0.1246160813744046,0.0770089053020735,0.05022158,0.0109104795076054,
000146.png,243,380,0.6394736842105263,0.46627477,0.27032346,0.12896444,0.08784405,0.0748282,0.04550487,0.3016991570085014,0.0752268621714816,0.33727697,0.0114606631092497,
000147.png,383,391,0.979539641943734,0.39654517,0.3770199,0.33791485,0.24437845,0.25142336,0.26959535,0.3789351429061842,0.250868267855483,0.06938393,0.0470914440974376,
000148.png,502,686,0.7317784256559767,0.48219627,0.34441453,0.22857495,0.160741,0.17305958,0.20012823,0.3652470015596598,0.1708367639800062,0.25505036,0.0418257890554797,
000149.png,433,688,0.6293604651162791,0.46824312,0.42123786,0.36526388,0.18247138,0.18943852,0.1883587,0.4274725500719705,0.1843869307120426,0.15043741,0.0213679051204391,
000150.png,292,298,0.9798657718120806,0.78675187,0.5733241,0.35063496,0.13677494,0.13896298,0.11077612,0.602397484555037,0.1351139878921738,0.435959,0.0227392135341392,
000151.png,323,430,0.7511627906976744,0.6238033,0.49807423,0.3988306,0.18292154,0.1548475,0.13325068,0.5176953518553106,0.157450536533605,0.22477715,0.0790681728102476,
000152.png,498,676,0.7366863905325444,0.6447802,0.5999048,0.5190417,0.18825696,0.17868093,0.18102354,0.6037926196513301,0.1781936015890317,0.14005594,0.017130758350736,
000153.png,507,548,0.9251824817518248,0.52227706,0.45565826,0.37852737,0.2601247,0.23101372,0.22943881,0.4638919108172383,0.235709664510019,0.15199839,0.0165181916079849,
000154.png,349,220,1.5863636363636364,0.50758445,0.43469903,0.36618143,0.15382972,0.1500698,0.14356586,0.4452254584977383,0.1493357783223338,0.14322588,0.030730116020244,
000155.png,255,344,0.7412790697674418,0.3409289,0.2646762,0.21570376,0.18707846,0.14726727,0.12218221,0.2773449228108604,0.1530140590467531,0.12637872,0.0713586957632428,
000156.png,918,671,1.368107302533532,0.4452993,0.4064031,0.37295467,0.22835563,0.24666137,0.2560253,0.4120171330530192,0.2428537683674089,0.086434044,0.0223575335799665,
000157.png,545,493,1.105476673427992,0.31792855,0.2986866,0.26977515,0.15153036,0.13683636,0.12918785,0.3006959489534592,0.1386783714160115,0.056017153,0.0330209995502378,
000158.png,501,691,0.7250361794500724,0.47449633,0.36585936,0.28242925,0.18824528,0.20981377,0.22298159,0.3828088509998472,0.2041957627786283,0.19443746,0.0258417102250887,
